order_item_id,order_id,product_id,quantity,discount_percentage,sales_amount,total_cost,profit
OI0003751,O001821,P0229,3,15,27599.06,24919.17,2679.89
OI0003752,O001822,P0157,3,0,23994.78,16874.49,7120.29
OI0003753,O001822,P0229,5,0,54115.8,41531.95,12583.85
OI0003754,O001823,P0048,5,5,15461.3,12050.35,3410.95
OI0003755,O001823,P0094,2,10,22068.99,19364.32,2704.67
OI0003756,O001823,P0189,4,0,55405.36,43031.0,12374.36
OI0003757,O001823,P0089,4,20,8585.06,6018.84,2566.22
OI0003758,O001824,P0162,3,15,36821.67,26071.62,10750.05
OI0003759,O001824,P0164,4,10,19816.45,12318.0,7498.45
OI0003760,O001825,P0005,3,5,10819.8,8163.42,2656.38
OI0003761,O001825,P0135,2,5,8559.67,5406.8,3152.87
OI0003762,O001825,P0016,2,20,7567.49,5782.78,1784.71
OI0003763,O001825,P0095,1,25,14679.85,13796.94,882.91
OI0003764,O001826,P0096,1,5,13102.74,8887.09,4215.65
OI0003765,O001826,P0218,2,10,97767.29,62484.4,35282.89
OI0003766,O001826,P0006,4,10,11545.27,9600.16,1945.11
OI0003767,O001826,P0017,2,15,4866.52,3682.0,1184.52
OI0003768,O001827,P0213,3,20,26709.86,19787.28,6922.58
OI0003769,O001828,P0123,4,15,68182.95,61622.36,6560.59
OI0003770,O001828,P0237,5,5,20220.08,13254.65,6965.43
OI0003771,O001828,P0087,4,0,17755.56,9774.24,7981.32
OI0003772,O001828,P0194,4,15,6355.72,4645.96,1709.76
OI0003773,O001829,P0152,1,5,3308.2,2291.54,1016.66
OI0003774,O001829,P0151,3,0,24835.71,16629.06,8206.65
OI0003775,O001829,P0138,2,5,39309.18,30597.08,8712.1
OI0003776,O001829,P0121,5,10,19435.28,13593.65,5841.63
OI0003777,O001830,P0205,2,10,7225.42,4484.8,2740.62
OI0003778,O001831,P0169,5,5,51580.15,41979.3,9600.85
OI0003779,O001831,P0223,3,5,62321.23,42670.5,19650.73
OI0003780,O001832,P0217,4,15,8763.53,6383.88,2379.65
OI0003781,O001832,P0050,4,0,21661.88,12162.16,9499.72
OI0003782,O001832,P0195,3,5,16332.12,11000.91,5331.21
OI0003783,O001835,P0161,4,0,14162.12,11313.12,2849.0
OI0003784,O001835,P0084,2,0,5825.34,3299.12,2526.22
OI0003785,O001836,P0201,4,15,80086.66,74680.64,5406.02
OI0003786,O001836,P0072,3,15,33192.46,29307.54,3884.92
OI0003787,O001837,P0151,4,0,33114.28,22172.08,10942.2
OI0003788,O001837,P0145,5,0,24476.5,19053.45,5423.05
OI0003789,O001838,P0144,4,0,3347.92,2498.68,849.24
OI0003790,O001840,P0146,2,10,2562.8,1841.26,721.54
OI0003791,O001840,P0152,3,5,9924.61,6874.62,3049.99
OI0003792,O001840,P0205,1,25,3010.59,2242.4,768.19
OI0003793,O001840,P0167,5,0,7374.0,4284.55,3089.45
OI0003794,O001841,P0158,1,5,10575.44,7396.76,3178.68
OI0003795,O001841,P0037,5,5,338427.9,238347.05,100080.85
OI0003796,O001842,P0004,4,5,42375.62,33409.52,8966.1
OI0003797,O001842,P0079,4,15,123757.79,88141.8,35615.99
OI0003798,O001842,P0178,1,15,5767.68,4102.79,1664.89
OI0003799,O001842,P0048,2,5,6184.52,4820.14,1364.38
OI0003800,O001843,P0163,3,5,30124.61,23384.13,6740.48
OI0003801,O001843,P0004,3,10,30109.0,25057.14,5051.86
OI0003802,O001845,P0234,1,10,15224.01,13327.37,1896.64
OI0003803,O001845,P0046,4,10,24493.75,15272.4,9221.35
OI0003804,O001845,P0081,1,0,24518.88,19414.64,5104.24
OI0003805,O001845,P0161,3,0,10621.59,8484.84,2136.75
OI0003806,O001847,P0174,5,20,17928.24,12572.25,5355.99
OI0003807,O001849,P0196,1,20,2623.29,2405.99,217.3
OI0003808,O001849,P0008,1,5,19794.54,16119.31,3675.23
OI0003809,O001849,P0135,3,10,12163.74,8110.2,4053.54
OI0003810,O001849,P0018,2,20,7150.38,6599.6,550.78
OI0003811,O001850,P0181,1,0,4689.44,3385.34,1304.1
OI0003812,O001850,P0103,4,5,157504.26,105917.12,51587.14
OI0003813,O001852,P0143,3,10,79220.7,59779.71,19440.99
OI0003814,O001852,P0170,3,0,15302.28,11520.75,3781.53
OI0003815,O001852,P0130,4,0,2413.36,1595.52,817.84
OI0003816,O001853,P0216,2,0,45787.82,26433.26,19354.56
OI0003817,O001854,P0127,5,15,37940.64,31670.45,6270.19
OI0003818,O001854,P0219,2,15,33827.98,22305.16,11522.82
OI0003819,O001854,P0107,1,10,15044.2,9797.96,5246.24
OI0003820,O001854,P0055,1,10,3091.04,2164.1,926.94
OI0003821,O001855,P0206,3,0,111763.38,80499.42,31263.96
OI0003822,O001856,P0179,5,25,10401.26,11061.85,-660.59
OI0003823,O001856,P0062,5,25,5597.17,4698.5,898.67
OI0003824,O001856,P0012,3,25,136861.88,144829.95,-7968.07
OI0003825,O001857,P0132,2,0,15428.74,9538.9,5889.84
OI0003826,O001857,P0184,1,10,4889.06,3407.2,1481.86
OI0003827,O001857,P0202,1,0,14819.07,8414.4,6404.67
OI0003828,O001857,P0067,5,15,52204.15,48536.25,3667.9
OI0003829,O001858,P0072,1,10,11714.99,9769.18,1945.81
OI0003830,O001858,P0119,2,0,74623.98,47939.2,26684.78
OI0003831,O001858,P0043,2,25,1403.79,1203.26,200.53
OI0003832,O001858,P0154,3,10,40150.97,29507.97,10643.0
OI0003833,O001859,P0080,1,0,5434.58,4098.05,1336.53
OI0003834,O001859,P0100,2,0,4856.4,3190.78,1665.62
OI0003835,O001859,P0002,1,5,7467.68,5478.25,1989.43
OI0003836,O001859,P0056,1,5,34015.58,23407.52,10608.06
OI0003837,O001860,P0079,2,10,65518.83,44070.9,21447.93
OI0003838,O001861,P0127,3,5,25442.55,19002.27,6440.28
OI0003839,O001861,P0220,5,0,13481.8,10657.55,2824.25
OI0003840,O001863,P0137,3,10,9415.41,6436.83,2978.58
OI0003841,O001867,P0007,2,0,3877.18,2150.02,1727.16
OI0003842,O001867,P0107,3,0,50147.34,29393.88,20753.46
OI0003843,O001868,P0034,2,20,31667.04,28845.26,2821.78
OI0003844,O001868,P0222,1,10,9398.71,7338.33,2060.38
OI0003845,O001868,P0117,5,0,106551.65,65155.4,41396.25
OI0003846,O001869,P0058,1,0,19392.97,11413.87,7979.1
OI0003847,O001869,P0025,1,5,12701.41,9440.36,3261.05
OI0003848,O001869,P0240,2,30,6638.86,7107.18,-468.32
OI0003849,O001870,P0058,4,15,65936.1,45655.48,20280.62
OI0003850,O001871,P0040,5,10,10544.85,8527.1,2017.75
OI0003851,O001871,P0050,1,0,5415.47,3040.54,2374.93
OI0003852,O001872,P0245,5,10,5559.21,3847.45,1711.76
OI0003853,O001872,P0009,5,20,199914.76,144981.2,54933.56
OI0003854,O001872,P0046,1,15,5783.25,3818.1,1965.15
OI0003855,O001872,P0008,3,0,62509.08,48357.93,14151.15
OI0003856,O001873,P0100,2,15,4127.94,3190.78,937.16
OI0003857,O001873,P0158,1,20,8905.63,7396.76,1508.87
OI0003858,O001873,P0022,4,0,295670.92,173777.04,121893.88
OI0003859,O001874,P0041,3,5,3478.94,2447.49,1031.45
OI0003860,O001874,P0010,5,25,21191.21,15869.95,5321.26
OI0003861,O001874,P0162,1,5,13717.88,8690.54,5027.34
OI0003862,O001874,P0191,2,10,137452.32,85988.14,51464.18
OI0003863,O001875,P0059,2,5,2846.24,2182.1,664.14
OI0003864,O001875,P0062,1,25,1119.43,939.7,179.73
OI0003865,O001875,P0246,2,5,109755.7,88037.64,21718.06
OI0003866,O001877,P0250,3,15,4468.65,3931.47,537.18
OI0003867,O001877,P0018,5,0,22344.95,16499.0,5845.95
OI0003868,O001877,P0010,1,5,5368.44,3173.99,2194.45
OI0003869,O001879,P0225,3,10,45210.96,33596.76,11614.2
OI0003870,O001880,P0026,2,0,23486.6,18090.4,5396.2
OI0003871,O001880,P0053,4,5,10276.8,7979.56,2297.24
OI0003872,O001880,P0057,1,15,3038.24,2054.68,983.56
OI0003873,O001881,P0076,1,5,1592.83,1289.65,303.18
OI0003874,O001881,P0250,1,10,1577.17,1310.49,266.68
OI0003875,O001885,P0087,4,5,16867.78,9774.24,7093.54
OI0003876,O001885,P0146,2,0,2847.56,1841.26,1006.3
OI0003877,O001886,P0057,4,0,14297.6,8218.72,6078.88
OI0003878,O001887,P0124,2,10,1063.37,788.86,274.51
OI0003879,O001887,P0072,5,5,61829.09,48845.9,12983.19
OI0003880,O001887,P0052,5,0,81913.6,46796.25,35117.35
OI0003881,O001888,P0008,5,0,104181.8,80596.55,23585.25
OI0003882,O001889,P0037,3,0,213743.94,143008.23,70735.71
OI0003883,O001889,P0175,3,5,144502.81,107414.01,37088.8
OI0003884,O001889,P0097,2,10,65143.06,45264.86,19878.2
OI0003885,O001889,P0125,3,5,5879.44,4769.19,1110.25
OI0003886,O001891,P0248,1,0,2355.76,1694.91,660.85
OI0003887,O001892,P0197,3,15,32853.21,28590.57,4262.64
OI0003888,O001892,P0163,3,5,30124.61,23384.13,6740.48
OI0003889,O001892,P0232,3,5,13232.24,9958.11,3274.13
OI0003890,O001893,P0165,1,15,51230.41,45307.73,5922.68
OI0003891,O001893,P0042,5,0,25938.75,14981.8,10956.95
OI0003892,O001893,P0016,2,0,9459.36,5782.78,3676.58
OI0003893,O001894,P0097,3,0,108571.77,67897.29,40674.48
OI0003894,O001895,P0104,1,15,731.71,482.94,248.77
OI0003895,O001896,P0219,4,15,67655.95,44610.32,23045.63
OI0003896,O001898,P0117,3,0,63930.99,39093.24,24837.75
OI0003897,O001900,P0100,4,5,9227.16,6381.56,2845.6
OI0003898,O001900,P0209,3,15,61755.75,51919.98,9835.77
OI0003899,O001901,P0103,4,10,149214.56,105917.12,43297.44
OI0003900,O001901,P0025,2,10,24065.84,18880.72,5185.12
OI0003901,O001901,P0227,5,10,69676.47,50325.1,19351.37
OI0003902,O001902,P0051,4,5,49614.05,37957.48,11656.57
OI0003903,O001902,P0188,5,20,96574.92,67110.3,29464.62
OI0003904,O001902,P0155,5,15,19420.16,17588.05,1832.11
OI0003905,O001903,P0201,2,20,37687.84,37340.32,347.52
OI0003906,O001903,P0245,3,15,3150.22,2308.47,841.75
OI0003907,O001903,P0043,5,25,3509.48,3008.15,501.33
OI0003908,O001903,P0003,1,20,9709.53,9355.05,354.48
OI0003909,O001904,P0099,3,0,19383.21,14850.36,4532.85
OI0003910,O001904,P0201,4,5,89508.62,74680.64,14827.98
OI0003911,O001905,P0023,2,10,127861.11,103027.3,24833.81
OI0003912,O001905,P0065,4,0,11811.6,8995.36,2816.24
OI0003913,O001905,P0075,5,20,2094.16,1446.0,648.16
OI0003914,O001906,P0087,3,5,12650.84,7330.68,5320.16
OI0003915,O001906,P0056,3,5,102046.73,70222.56,31824.17
OI0003916,O001906,P0017,5,25,10734.97,9205.0,1529.97
OI0003917,O001907,P0038,5,20,181516.08,168970.2,12545.88
OI0003918,O001908,P0185,4,0,5475.52,3524.2,1951.32
OI0003919,O001908,P0150,3,5,120283.51,75076.71,45206.8
OI0003920,O001908,P0090,3,0,10284.78,6469.74,3815.04
OI0003921,O001908,P0079,4,10,131037.66,88141.8,42895.86
OI0003922,O001909,P0053,1,0,2704.42,1994.89,709.53
OI0003923,O001909,P0106,5,0,12268.55,8598.2,3670.35
OI0003924,O001909,P0162,5,20,57759.48,43452.7,14306.78
OI0003925,O001910,P0083,5,0,38773.6,22978.0,15795.6
OI0003926,O001910,P0015,4,10,20787.08,17433.2,3353.88
OI0003927,O001910,P0166,4,0,153827.36,95339.96,58487.4
OI0003928,O001912,P0108,4,0,7401.28,5877.56,1523.72
OI0003929,O001912,P0002,4,0,31442.88,21913.0,9529.88
OI0003930,O001913,P0004,2,5,21187.81,16704.76,4483.05
OI0003931,O001913,P0043,2,10,1684.55,1203.26,481.29
OI0003932,O001913,P0045,1,0,3625.93,2736.78,889.15
OI0003933,O001913,P0093,1,5,61686.01,45331.6,16354.41
OI0003934,O001914,P0048,1,20,2604.01,2410.07,193.94
OI0003935,O001914,P0140,3,0,9113.13,6816.42,2296.71
OI0003936,O001915,P0126,3,0,15395.28,11209.65,4185.63
OI0003937,O001916,P0025,4,0,53479.64,37761.44,15718.2
OI0003938,O001917,P0158,5,0,55660.2,36983.8,18676.4
OI0003939,O001917,P0010,2,10,10171.78,6347.98,3823.8
OI0003940,O001917,P0090,4,0,13713.04,8626.32,5086.72
OI0003941,O001917,P0198,2,0,7375.82,4531.14,2844.68
OI0003942,O001918,P0159,1,15,4846.09,3477.35,1368.74
OI0003943,O001918,P0162,5,0,72199.35,43452.7,28746.65
OI0003944,O001918,P0232,5,5,22053.73,16596.85,5456.88
OI0003945,O001918,P0027,3,5,165106.54,133817.79,31288.75
OI0003946,O001919,P0035,1,15,1582.68,1176.7,405.98
OI0003947,O001920,P0073,4,15,60954.01,44335.32,16618.69
OI0003948,O001920,P0099,4,5,24552.07,19800.48,4751.59
OI0003949,O001920,P0072,4,10,46859.94,39076.72,7783.22
OI0003950,O001920,P0185,3,5,3901.31,2643.15,1258.16
OI0003951,O001921,P0231,3,20,11482.2,9624.12,1858.08
OI0003952,O001921,P0013,1,10,2371.56,1559.33,812.23
OI0003953,O001921,P0143,1,10,26406.9,17791.58,8615.32
OI0003954,O001922,P0064,5,10,14654.39,12061.3,2593.09
OI0003955,O001922,P0204,2,5,30716.37,20759.26,9957.11
OI0003956,O001922,P0213,1,20,8903.29,6595.76,2307.53
OI0003957,O001923,P0132,1,0,7714.37,4769.45,2944.92
OI0003958,O001923,P0111,5,5,15852.27,12832.45,3019.82
OI0003959,O001924,P0196,3,0,9837.33,7217.97,2619.36
OI0003960,O001924,P0214,2,5,2851.73,2362.8,488.93
OI0003961,O001924,P0028,3,0,7968.06,5004.45,2963.61
OI0003962,O001925,P0048,5,15,13833.79,12050.35,1783.44
OI0003963,O001925,P0241,3,15,3229.01,2464.8,764.21
OI0003964,O001927,P0138,1,15,17585.68,15298.54,2287.14
OI0003965,O001928,P0200,3,0,16616.19,9156.27,7459.92
OI0003966,O001929,P0208,1,15,11221.78,7808.45,3413.33
OI0003967,O001929,P0155,3,0,13708.35,10552.83,3155.52
OI0003968,O001930,P0126,5,0,25658.8,18682.75,6976.05
OI0003969,O001930,P0057,1,0,3574.4,2054.68,1519.72
OI0003970,O001930,P0228,5,0,394847.05,301771.75,93075.3
OI0003971,O001930,P0004,1,10,10036.33,8352.38,1683.95
OI0003972,O001931,P0119,2,20,59699.18,53691.9,6007.28
OI0003973,O001931,P0203,1,20,13397.53,12361.96,1035.57
OI0003974,O001931,P0103,1,20,33158.79,29656.79,3502.0
OI0003975,O001931,P0152,3,0,10446.96,6874.62,3572.34
OI0003976,O001932,P0226,1,10,2044.81,1609.59,435.22
OI0003977,O001932,P0026,4,0,46973.2,36180.8,10792.4
OI0003978,O001932,P0149,3,5,4652.37,3049.89,1602.48
OI0003979,O001932,P0118,3,0,9444.03,6793.68,2650.35
OI0003980,O001933,P0152,3,0,10446.96,6874.62,3572.34
OI0003981,O001933,P0242,4,15,48184.46,43043.12,5141.34
OI0003982,O001933,P0030,4,0,50811.84,31246.2,19565.64
OI0003983,O001933,P0228,3,10,213217.41,202790.62,10426.79
OI0003984,O001934,P0191,4,5,290177.12,171976.28,118200.84
OI0003985,O001934,P0206,5,5,176958.68,134165.7,42792.98
OI0003986,O001934,P0096,4,10,49652.5,35548.36,14104.14
OI0003987,O001935,P0047,2,10,8138.48,6739.9,1398.58
OI0003988,O001935,P0189,2,0,27702.68,21515.5,6187.18
OI0003989,O001935,P0105,3,20,57661.78,53235.75,4426.03
OI0003990,O001935,P0059,4,15,5093.27,4364.2,729.07
OI0003991,O001936,P0174,5,0,22410.3,12572.25,9838.05
OI0003992,O001936,P0221,1,5,6390.73,4323.47,2067.26
OI0003993,O001939,P0196,1,20,2623.29,2405.99,217.3
OI0003994,O001939,P0083,3,0,23264.16,13786.8,9477.36
OI0003995,O001939,P0175,2,15,86194.66,80202.46,5992.2
OI0003996,O001939,P0207,1,20,3792.28,3370.86,421.42
OI0003997,O001940,P0133,2,20,6479.12,5181.46,1297.66
OI0003998,O001940,P0167,5,5,7005.3,4284.55,2720.75
OI0003999,O001940,P0220,5,0,13481.8,10657.55,2824.25
OI0004000,O001940,P0060,4,0,25943.72,16371.88,9571.84
OI0004001,O001941,P0208,1,10,11881.88,7808.45,4073.43
OI0004002,O001941,P0185,4,15,4654.19,3524.2,1129.99
OI0004003,O001941,P0161,2,10,6372.95,5656.56,716.39
OI0004004,O001942,P0222,4,10,37594.84,29353.32,8241.52
OI0004005,O001942,P0061,4,0,242170.0,168673.16,73496.84
OI0004006,O001943,P0119,5,0,186559.95,119848.0,66711.95
OI0004007,O001943,P0064,2,25,4884.8,4824.52,60.28
OI0004008,O001944,P0050,2,5,10289.39,6081.08,4208.31
OI0004009,O001944,P0074,4,10,86427.43,60702.24,25725.19
OI0004010,O001944,P0020,4,10,69975.65,56711.88,13263.77
OI0004011,O001945,P0106,1,0,2453.71,1719.64,734.07
OI0004012,O001945,P0032,3,5,5207.26,3338.25,1869.01
OI0004013,O001947,P0007,2,0,3877.18,2150.02,1727.16
OI0004014,O001947,P0114,5,5,59271.54,34420.0,24851.54
OI0004015,O001948,P0188,3,0,72431.19,40266.18,32165.01
OI0004016,O001948,P0089,3,20,6438.79,4514.13,1924.66
OI0004017,O001949,P0223,2,0,43734.2,28447.0,15287.2
OI0004018,O001949,P0079,1,15,30939.45,22035.45,8904.0
OI0004019,O001949,P0116,5,5,5490.0,3588.85,1901.15
OI0004020,O001949,P0232,5,0,23214.45,16596.85,6617.6
OI0004021,O001950,P0060,1,0,6485.93,4092.97,2392.96
OI0004022,O001950,P0122,5,20,6160.24,5266.0,894.24
OI0004023,O001950,P0164,3,0,16513.71,9238.5,7275.21
OI0004024,O001950,P0186,2,0,8062.42,4914.18,3148.24
OI0004025,O001951,P0141,4,5,6280.34,4379.68,1900.66
OI0004026,O001951,P0171,1,5,34535.3,25430.75,9104.55
OI0004027,O001951,P0094,4,0,49042.2,38728.64,10313.56
OI0004028,O001952,P0228,3,30,165835.76,202790.62,-36954.86
OI0004029,O001953,P0193,2,0,6137.82,3627.7,2510.12
OI0004030,O001954,P0207,5,15,20146.49,16854.3,3292.19
OI0004031,O001954,P0184,4,0,21729.16,13628.8,8100.36
OI0004032,O001954,P0048,2,0,6510.02,4820.14,1689.88
OI0004033,O001954,P0143,4,0,117364.0,71166.32,46197.68
OI0004034,O001955,P0056,2,0,71611.74,46815.04,24796.7
OI0004035,O001955,P0196,5,0,16395.55,12029.95,4365.6
OI0004036,O001955,P0207,1,5,4503.33,3370.86,1132.47
OI0004037,O001955,P0112,2,5,7094.33,4537.16,2557.17
OI0004038,O001956,P0196,5,10,14755.99,12029.95,2726.04
OI0004039,O001956,P0039,5,10,22424.67,17995.9,4428.77
OI0004040,O001957,P0079,3,0,109198.05,66106.35,43091.7
OI0004041,O001958,P0001,5,15,5540.0,4054.0,1486.0
OI0004042,O001958,P0199,2,0,28807.68,19307.22,9500.46
OI0004043,O001959,P0168,1,5,10993.44,8324.3,2669.14
OI0004044,O001960,P0106,4,0,9814.84,6878.56,2936.28
OI0004045,O001960,P0066,4,10,21309.12,17651.2,3657.92
OI0004046,O001960,P0149,1,0,1632.41,1016.63,615.78
OI0004047,O001960,P0048,2,20,5208.02,4820.14,387.88
OI0004048,O001961,P0167,2,10,2654.64,1713.82,940.82
OI0004049,O001961,P0034,5,0,98959.5,72113.15,26846.35
OI0004050,O001961,P0228,1,5,75020.94,60354.35,14666.59
OI0004051,O001961,P0179,2,10,4992.61,4424.74,567.87
OI0004052,O001962,P0094,5,5,58237.61,48410.8,9826.81
OI0004053,O001962,P0177,1,20,1952.43,1472.11,480.32
OI0004054,O001963,P0052,4,5,62254.34,37437.0,24817.34
OI0004055,O001964,P0014,5,5,10006.73,6956.05,3050.68
OI0004056,O001964,P0167,4,15,5014.32,3427.64,1586.68
OI0004057,O001964,P0062,4,5,5671.8,3758.8,1913.0
OI0004058,O001964,P0063,2,5,12176.45,7798.5,4377.95
OI0004059,O001965,P0154,2,5,28254.39,19671.98,8582.41
OI0004060,O001965,P0004,3,5,31781.72,25057.14,6724.58
OI0004061,O001965,P0121,1,0,4318.95,2718.73,1600.22
OI0004062,O001966,P0064,5,0,16282.65,12061.3,4221.35
OI0004063,O001967,P0138,5,10,93100.68,76492.7,16607.98
OI0004064,O001967,P0020,4,10,69975.65,56711.88,13263.77
OI0004065,O001967,P0045,2,10,6526.67,5473.56,1053.11
OI0004066,O001967,P0136,5,5,97549.18,74022.85,23526.33
OI0004067,O001968,P0242,1,15,12046.11,10760.78,1285.33
OI0004068,O001968,P0194,2,25,2803.99,2322.98,481.01
OI0004069,O001969,P0202,5,0,74095.35,42072.0,32023.35
OI0004070,O001969,P0115,4,10,37952.5,26256.56,11695.94
OI0004071,O001972,P0152,2,15,5919.94,4583.08,1336.86
OI0004072,O001972,P0082,4,10,55677.06,34135.24,21541.82
OI0004073,O001973,P0063,2,0,12817.32,7798.5,5018.82
OI0004074,O001973,P0243,2,10,4707.23,3746.64,960.59
OI0004075,O001974,P0026,3,5,33468.4,27135.6,6332.8
OI0004076,O001974,P0221,2,0,13454.16,8646.94,4807.22
OI0004077,O001974,P0174,1,15,3809.75,2514.45,1295.3
OI0004078,O001974,P0022,4,5,280887.37,173777.04,107110.33
OI0004079,O001975,P0017,5,0,14313.3,9205.0,5108.3
OI0004080,O001976,P0010,1,15,4803.34,3173.99,1629.35
OI0004081,O001976,P0022,5,20,295670.92,217221.3,78449.62
OI0004082,O001976,P0071,1,0,3776.04,2208.65,1567.39
OI0004083,O001976,P0181,4,0,18757.76,13541.36,5216.4
OI0004084,O001977,P0010,2,15,9606.68,6347.98,3258.7
OI0004085,O001977,P0144,2,0,1673.96,1249.34,424.62
OI0004086,O001978,P0079,2,10,65518.83,49359.41,16159.42
OI0004087,O001978,P0129,4,5,17496.99,14008.8,3488.19
OI0004088,O001978,P0085,5,15,291784.17,296137.18,-4353.01
OI0004089,O001978,P0104,1,5,817.79,482.94,334.85
OI0004090,O001980,P0206,4,5,141566.95,107332.56,34234.39
OI0004091,O001980,P0034,4,0,79167.6,57690.52,21477.08
OI0004092,O001981,P0250,3,10,4731.51,3931.47,800.04
OI0004093,O001981,P0195,2,5,10888.08,7333.94,3554.14
OI0004094,O001981,P0049,5,15,7629.05,6338.35,1290.7
OI0004095,O001981,P0157,1,5,7598.35,5624.83,1973.52
OI0004096,O001982,P0075,5,20,2094.16,1446.0,648.16
OI0004097,O001982,P0020,2,25,29156.52,28355.94,800.58
OI0004098,O001982,P0179,4,5,10539.95,8849.48,1690.47
OI0004099,O001982,P0106,2,10,4416.68,3439.28,977.4
OI0004100,O001983,P0190,1,20,2078.54,1637.91,440.63
OI0004101,O001983,P0214,5,0,7504.55,5907.0,1597.55
OI0004102,O001983,P0096,2,5,26205.48,17774.18,8431.3
OI0004103,O001983,P0107,4,5,63519.96,39191.84,24328.12
OI0004104,O001984,P0228,2,10,142144.94,120708.7,21436.24
OI0004105,O001984,P0135,3,25,10136.45,8110.2,2026.25
OI0004106,O001984,P0093,5,0,324663.2,226658.0,98005.2
OI0004107,O001984,P0145,1,5,4650.53,3810.69,839.84
OI0004108,O001985,P0113,3,5,13468.87,10685.25,2783.62
OI0004109,O001985,P0075,5,20,2094.16,1446.0,648.16
OI0004110,O001986,P0195,4,0,22922.28,14667.88,8254.4
OI0004111,O001986,P0159,2,0,11402.56,6954.7,4447.86
OI0004112,O001987,P0002,4,5,29870.74,21913.0,7957.74
OI0004113,O001987,P0047,1,0,4521.38,3369.95,1151.43
OI0004114,O001987,P0090,4,15,11656.08,8626.32,3029.76
OI0004115,O001989,P0159,5,10,25655.76,17386.75,8269.01
OI0004116,O001989,P0086,1,20,19844.18,17940.29,1903.89
OI0004117,O001990,P0186,1,25,3023.41,2457.09,566.32
OI0004118,O001991,P0185,2,10,2463.98,1762.1,701.88
OI0004119,O001991,P0106,1,0,2453.71,1719.64,734.07
OI0004120,O001991,P0054,5,25,288924.68,238359.25,50565.43
OI0004121,O001991,P0196,1,5,3115.15,2405.99,709.16
OI0004122,O001992,P0066,4,10,21309.12,17651.2,3657.92
OI0004123,O001992,P0024,5,20,30282.76,25814.1,4468.66
OI0004124,O001992,P0161,5,10,15932.39,14141.4,1790.99
OI0004125,O001992,P0041,3,5,3478.94,2447.49,1031.45
OI0004126,O001993,P0004,5,5,52969.53,41761.9,11207.63
OI0004127,O001994,P0158,5,5,52877.19,36983.8,15893.39
OI0004128,O001995,P0222,4,15,35506.23,29353.32,6152.91
OI0004129,O001996,P0160,2,10,30479.58,19191.5,11288.08
OI0004130,O001996,P0203,2,0,33493.82,22074.92,11418.9
OI0004131,O001998,P0009,4,15,169927.55,115984.96,53942.59
OI0004132,O001998,P0043,5,0,4679.3,3008.15,1671.15
OI0004133,O001998,P0174,3,20,10756.94,7543.35,3213.59
OI0004134,O001999,P0228,4,5,300083.76,241417.4,58666.36
OI0004135,O002001,P0094,3,5,34942.57,29046.48,5896.09
OI0004136,O002001,P0082,2,10,27838.53,17067.62,10770.91
OI0004137,O002001,P0122,5,0,7700.3,5266.0,2434.3
OI0004138,O002003,P0176,4,10,12959.32,9203.2,3756.12
OI0004139,O002005,P0201,3,5,67131.47,56010.48,11120.99
OI0004140,O002006,P0081,5,10,110334.96,97073.2,13261.76
OI0004141,O002006,P0123,3,0,60161.43,46216.77,13944.66
OI0004142,O002006,P0054,5,15,327447.97,266962.36,60485.61
OI0004143,O002007,P0192,4,35,9774.62,11395.8,-1621.18
OI0004144,O002008,P0105,1,10,21623.17,17745.25,3877.92
OI0004145,O002009,P0021,4,15,112300.6,109957.39,2343.21
OI0004146,O002009,P0113,2,0,9451.84,7123.5,2328.34
OI0004147,O002010,P0097,5,0,180952.95,113162.15,67790.8
OI0004148,O002010,P0154,1,0,14870.73,9835.99,5034.74
OI0004149,O002010,P0119,2,15,63430.38,47939.2,15491.18
OI0004150,O002011,P0222,3,5,29762.58,22014.99,7747.59
OI0004151,O002011,P0159,3,0,17103.84,10432.05,6671.79
OI0004152,O002011,P0250,1,5,1664.79,1310.49,354.3
OI0004153,O002011,P0116,2,0,2311.58,1435.54,876.04
OI0004154,O002012,P0107,3,0,50147.34,29393.88,20753.46
OI0004155,O002012,P0006,5,5,15233.34,12000.2,3233.14
OI0004156,O002013,P0156,4,10,16828.99,14402.8,2426.19
OI0004157,O002013,P0181,4,10,16881.98,13541.36,3340.62
OI0004158,O002013,P0151,5,10,37253.57,27715.1,9538.47
OI0004159,O002014,P0132,4,15,26228.86,19077.8,7151.06
OI0004160,O002015,P0074,1,0,24007.62,15175.56,8832.06
OI0004161,O002016,P0050,4,25,16246.41,12162.16,4084.25
OI0004162,O002017,P0135,3,0,13515.27,8110.2,5405.07
OI0004163,O002017,P0114,4,0,49912.88,27536.0,22376.88
OI0004164,O002017,P0067,5,20,49133.32,48536.25,597.07
OI0004165,O002018,P0157,2,10,14396.87,11249.66,3147.21
OI0004166,O002018,P0015,5,0,28870.95,21791.5,7079.45
OI0004167,O002018,P0222,1,10,9398.71,7338.33,2060.38
OI0004168,O002018,P0043,3,0,2807.58,1804.89,1002.69
OI0004169,O002019,P0176,2,0,7199.62,4601.6,2598.02
OI0004170,O002020,P0071,3,5,10761.71,6625.95,4135.76
OI0004171,O002020,P0218,4,10,195534.58,124968.8,70565.78
OI0004172,O002021,P0236,1,5,1755.11,1436.49,318.62
OI0004173,O002022,P0103,5,5,196880.33,132396.4,64483.93
OI0004174,O002022,P0100,2,0,4856.4,3190.78,1665.62
OI0004175,O002022,P0201,2,20,37687.84,37340.32,347.52
