return_id,order_id,product_id,return_reason,return_date
R000518,O002988,P0026,Size/Fit Issue,2026-01-04
R000519,O002992,P0022,Damaged Product,2025-12-17
R000520,O002993,P0234,Quality Not as Expected,2024-07-02
R000521,O003006,P0006,Size/Fit Issue,2024-10-31
R000522,O003009,P0159,Changed Mind,2026-01-07
R000523,O003009,P0215,Defective Product,2025-12-30
R000524,O003016,P0004,Late Delivery,2025-11-04
R000525,O003017,P0072,Wrong Product Received,2024-04-14
R000526,O003032,P0229,Wrong Product Received,2026-01-21
R000527,O003043,P0010,Quality Not as Expected,2025-10-25
R000528,O003048,P0102,Changed Mind,2025-05-02
R000529,O003058,P0143,Changed Mind,2024-06-01
R000530,O003059,P0006,Changed Mind,2024-11-28
R000531,O003063,P0033,Damaged Product,2024-12-12
R000532,O003067,P0192,Quality Not as Expected,2025-03-15
R000533,O003067,P0056,Quality Not as Expected,2025-03-01
R000534,O003071,P0149,Late Delivery,2024-12-07
R000535,O003082,P0113,Quality Not as Expected,2024-11-14
R000536,O003088,P0061,Defective Product,2024-06-19
R000537,O003102,P0099,Size/Fit Issue,2024-01-20
R000538,O003115,P0093,Late Delivery,2025-08-29
R000539,O003121,P0088,Quality Not as Expected,2024-06-19
R000540,O003126,P0217,Size/Fit Issue,2024-11-27
R000541,O003129,P0140,Size/Fit Issue,2025-02-07
R000542,O003133,P0227,Damaged Product,2024-04-26
R000543,O003136,P0196,Quality Not as Expected,2025-08-27
R000544,O003154,P0183,Late Delivery,2024-10-07
R000545,O003164,P0009,Damaged Product,2024-12-06
R000546,O003172,P0177,Damaged Product,2025-02-11
R000547,O003174,P0185,Late Delivery,2025-08-30
R000548,O003179,P0214,Quality Not as Expected,2025-08-01
R000549,O003182,P0055,Damaged Product,2024-07-21
R000550,O003189,P0038,Quality Not as Expected,2024-08-01
R000551,O003193,P0155,Size/Fit Issue,2024-06-17
R000552,O003200,P0136,Damaged Product,2025-08-05
R000553,O003201,P0234,Damaged Product,2025-02-18
R000554,O003202,P0064,Late Delivery,2025-05-01
R000555,O003207,P0170,Quality Not as Expected,2025-05-13
R000556,O003211,P0147,Defective Product,2024-04-12
R000557,O003225,P0184,Quality Not as Expected,2024-02-21
R000558,O003234,P0146,Quality Not as Expected,2024-10-08
R000559,O003234,P0057,Late Delivery,2024-10-12
R000560,O003237,P0022,Defective Product,2024-03-15
R000561,O003238,P0051,Changed Mind,2025-02-03
R000562,O003241,P0181,Size/Fit Issue,2024-03-10
R000563,O003242,P0214,Size/Fit Issue,2024-08-28
R000564,O003247,P0146,Defective Product,2024-10-24
R000565,O003250,P0121,Size/Fit Issue,2024-08-04
R000566,O003260,P0044,Changed Mind,2024-09-28
R000567,O003265,P0064,Size/Fit Issue,2025-12-12
R000568,O003268,P0106,Changed Mind,2024-12-06
R000569,O003273,P0183,Size/Fit Issue,2024-10-01
R000570,O003275,P0228,Late Delivery,2024-04-06
R000571,O003279,P0047,Damaged Product,2025-07-04
R000572,O003279,P0098,Quality Not as Expected,2025-07-08
R000573,O003279,P0110,Quality Not as Expected,2025-06-28
R000574,O003282,P0022,Defective Product,2025-11-20
R000575,O003285,P0089,Damaged Product,2024-11-06
R000576,O003302,P0226,Quality Not as Expected,2025-11-27
R000577,O003315,P0131,Size/Fit Issue,2024-05-31
R000578,O003316,P0014,Size/Fit Issue,2024-06-16
R000579,O003326,P0016,Size/Fit Issue,2025-08-14
R000580,O003329,P0180,Size/Fit Issue,2024-07-05
R000581,O003330,P0013,Defective Product,2025-02-25
R000582,O003342,P0074,Quality Not as Expected,2025-09-10
R000583,O003343,P0160,Defective Product,2025-11-01
R000584,O003354,P0113,Damaged Product,2025-12-16
R000585,O003356,P0233,Defective Product,2024-03-16
R000586,O003358,P0175,Changed Mind,2024-12-07
R000587,O003358,P0011,Quality Not as Expected,2024-12-21
R000588,O003358,P0054,Quality Not as Expected,2024-11-29
R000589,O003359,P0064,Damaged Product,2025-03-02
R000590,O003361,P0004,Quality Not as Expected,2025-02-23
R000591,O003363,P0101,Quality Not as Expected,2024-01-27
R000592,O003366,P0070,Quality Not as Expected,2024-08-15
R000593,O003373,P0099,Changed Mind,2025-09-27
R000594,O003380,P0231,Wrong Product Received,2025-07-07
R000595,O003383,P0036,Size/Fit Issue,2025-02-12
R000596,O003390,P0180,Damaged Product,2025-03-21
R000597,O003392,P0167,Size/Fit Issue,2024-11-14
R000598,O003394,P0043,Defective Product,2025-05-04
R000599,O003395,P0240,Changed Mind,2024-08-11
R000600,O003397,P0121,Size/Fit Issue,2024-06-07
R000601,O003401,P0023,Changed Mind,2024-06-30
R000602,O003412,P0023,Defective Product,2025-07-25
R000603,O003413,P0036,Size/Fit Issue,2025-03-12
R000604,O003423,P0077,Late Delivery,2024-05-22
R000605,O003430,P0213,Wrong Product Received,2025-05-29
R000606,O003439,P0159,Wrong Product Received,2024-03-04
R000607,O003454,P0145,Damaged Product,2025-07-23
R000608,O003457,P0133,Quality Not as Expected,2024-08-15
R000609,O003460,P0194,Size/Fit Issue,2024-11-20
R000610,O003461,P0106,Size/Fit Issue,2025-12-01
R000611,O003464,P0238,Late Delivery,2024-10-07
R000612,O003473,P0106,Late Delivery,2024-08-10
R000613,O003476,P0176,Quality Not as Expected,2024-01-21
R000614,O003496,P0188,Damaged Product,2024-06-13
R000615,O003500,P0037,Wrong Product Received,2024-10-05
R000616,O003500,P0080,Size/Fit Issue,2024-09-23
R000617,O003507,P0108,Defective Product,2025-08-11
R000618,O003523,P0200,Wrong Product Received,2024-06-20
R000619,O003535,P0055,Quality Not as Expected,2024-09-11
R000620,O003537,P0235,Quality Not as Expected,2025-12-05
R000621,O003542,P0108,Late Delivery,2025-05-05
R000622,O003548,P0152,Defective Product,2024-07-30
R000623,O003552,P0211,Defective Product,2024-11-12
R000624,O003559,P0113,Quality Not as Expected,2025-09-23
R000625,O003570,P0185,Size/Fit Issue,2025-10-12
R000626,O003578,P0086,Defective Product,2024-07-29
R000627,O003580,P0241,Wrong Product Received,2026-01-29
R000628,O003594,P0137,Size/Fit Issue,2024-03-15
R000629,O003603,P0036,Quality Not as Expected,2024-05-14
R000630,O003608,P0186,Size/Fit Issue,2024-07-26
R000631,O003609,P0192,Size/Fit Issue,2024-03-01
R000632,O003615,P0196,Quality Not as Expected,2024-04-30
R000633,O003615,P0088,Damaged Product,2024-04-09
R000634,O003617,P0175,Changed Mind,2025-10-10
R000635,O003621,P0069,Quality Not as Expected,2024-09-06
R000636,O003626,P0155,Defective Product,2024-11-28
R000637,O003643,P0046,Damaged Product,2024-11-03
R000638,O003651,P0184,Changed Mind,2024-05-31
R000639,O003652,P0040,Defective Product,2024-04-05
R000640,O003654,P0077,Defective Product,2024-04-02
R000641,O003684,P0022,Damaged Product,2025-10-07
R000642,O003696,P0025,Late Delivery,2025-09-30
R000643,O003696,P0185,Defective Product,2025-10-06
R000644,O003698,P0022,Quality Not as Expected,2025-08-03
R000645,O003703,P0025,Size/Fit Issue,2025-11-25
R000646,O003723,P0091,Late Delivery,2024-08-10
R000647,O003724,P0154,Quality Not as Expected,2024-05-01
R000648,O003739,P0107,Wrong Product Received,2025-09-16
R000649,O003748,P0099,Damaged Product,2024-12-20
R000650,O003756,P0240,Changed Mind,2025-10-28
R000651,O003756,P0068,Late Delivery,2025-10-19
R000652,O003756,P0054,Wrong Product Received,2025-10-05
R000653,O003757,P0067,Damaged Product,2024-07-23
R000654,O003762,P0077,Late Delivery,2024-12-13
R000655,O003764,P0248,Size/Fit Issue,2025-04-06
R000656,O003768,P0055,Size/Fit Issue,2025-08-21
R000657,O003769,P0093,Defective Product,2024-07-19
R000658,O003769,P0192,Changed Mind,2024-06-27
R000659,O003778,P0053,Quality Not as Expected,2024-10-27
R000660,O003781,P0171,Damaged Product,2024-04-24
R000661,O003783,P0074,Size/Fit Issue,2024-04-08
R000662,O003787,P0134,Late Delivery,2024-11-04
R000663,O003798,P0203,Defective Product,2025-11-02
R000664,O003809,P0051,Late Delivery,2024-05-12
R000665,O003821,P0220,Defective Product,2025-07-04
R000666,O003828,P0166,Late Delivery,2025-04-24
R000667,O003833,P0158,Changed Mind,2024-10-21
R000668,O003842,P0238,Defective Product,2024-12-18
R000669,O003844,P0038,Defective Product,2025-08-28
R000670,O003846,P0053,Damaged Product,2025-01-23
R000671,O003855,P0245,Changed Mind,2025-08-09
R000672,O003863,P0066,Size/Fit Issue,2024-04-19
R000673,O003882,P0167,Changed Mind,2025-07-24
R000674,O003884,P0180,Late Delivery,2024-08-14
R000675,O003886,P0058,Changed Mind,2025-04-13
R000676,O003895,P0237,Defective Product,2024-03-16
R000677,O003911,P0106,Quality Not as Expected,2025-11-03
R000678,O003911,P0116,Changed Mind,2025-11-06
R000679,O003914,P0178,Quality Not as Expected,2025-07-11
R000680,O003919,P0041,Size/Fit Issue,2025-05-23
R000681,O003922,P0013,Defective Product,2024-11-06
R000682,O003935,P0140,Damaged Product,2025-04-19
R000683,O003935,P0175,Changed Mind,2025-04-25
R000684,O003936,P0206,Defective Product,2025-09-02
R000685,O003944,P0113,Damaged Product,2024-03-26
R000686,O003950,P0171,Defective Product,2025-12-29
R000687,O003953,P0195,Damaged Product,2025-04-03
R000688,O003961,P0009,Damaged Product,2025-04-08
R000689,O003969,P0105,Late Delivery,2024-09-22
R000690,O003972,P0094,Defective Product,2024-01-26
R000691,O003986,P0014,Quality Not as Expected,2025-06-21
R000692,O003998,P0226,Quality Not as Expected,2024-01-26
R000693,O004003,P0003,Changed Mind,2025-04-19
R000694,O004012,P0180,Quality Not as Expected,2024-03-23
R000695,O004013,P0200,Late Delivery,2025-12-04
R000696,O004036,P0121,Changed Mind,2025-01-04
R000697,O004040,P0067,Defective Product,2024-08-28
R000698,O004043,P0109,Quality Not as Expected,2025-10-30
R000699,O004045,P0240,Size/Fit Issue,2024-02-14
R000700,O004051,P0166,Changed Mind,2024-07-13
R000701,O004054,P0245,Late Delivery,2025-04-24
R000702,O004069,P0095,Quality Not as Expected,2025-09-17
R000703,O004072,P0173,Quality Not as Expected,2024-03-11
R000704,O004079,P0036,Size/Fit Issue,2024-09-03
R000705,O004099,P0029,Size/Fit Issue,2026-01-01
R000706,O004102,P0201,Size/Fit Issue,2024-04-16
R000707,O004107,P0218,Damaged Product,2025-11-11
R000708,O004113,P0068,Quality Not as Expected,2026-01-03
R000709,O004120,P0022,Defective Product,2025-05-11
R000710,O004124,P0125,Quality Not as Expected,2025-07-02
R000711,O004137,P0132,Damaged Product,2025-09-12
R000712,O004143,P0065,Size/Fit Issue,2024-05-24
R000713,O004162,P0108,Quality Not as Expected,2025-05-22
R000714,O004163,P0181,Size/Fit Issue,2025-03-19
R000715,O004166,P0193,Quality Not as Expected,2025-01-26
R000716,O004166,P0185,Damaged Product,2025-01-11
R000717,O004171,P0117,Quality Not as Expected,2024-04-08
R000718,O004172,P0042,Quality Not as Expected,2025-12-21
R000719,O004172,P0103,Late Delivery,2025-12-30
R000720,O004182,P0131,Quality Not as Expected,2024-10-18
R000721,O004183,P0079,Changed Mind,2025-04-24
R000722,O004185,P0093,Damaged Product,2024-07-10
R000723,O004187,P0035,Changed Mind,2025-08-25
R000724,O004188,P0030,Defective Product,2025-01-12
R000725,O004189,P0148,Damaged Product,2024-04-06
R000726,O004189,P0125,Late Delivery,2024-04-22
R000727,O004190,P0220,Late Delivery,2024-08-26
R000728,O004193,P0173,Wrong Product Received,2025-03-11
R000729,O004193,P0225,Quality Not as Expected,2025-03-19
R000730,O004196,P0152,Defective Product,2024-05-04
R000731,O004202,P0140,Changed Mind,2025-05-04
R000732,O004205,P0011,Late Delivery,2024-02-23
R000733,O004206,P0043,Size/Fit Issue,2026-01-10
R000734,O004207,P0247,Changed Mind,2025-10-12
R000735,O004217,P0066,Quality Not as Expected,2025-09-08
R000736,O004222,P0187,Size/Fit Issue,2025-05-14
R000737,O004223,P0075,Size/Fit Issue,2024-06-10
R000738,O004224,P0091,Quality Not as Expected,2024-04-03
R000739,O004228,P0048,Quality Not as Expected,2024-11-21
R000740,O004230,P0006,Defective Product,2024-08-28
R000741,O004231,P0031,Defective Product,2025-11-14
R000742,O004233,P0162,Quality Not as Expected,2024-12-31
R000743,O004233,P0234,Damaged Product,2024-12-24
R000744,O004235,P0160,Changed Mind,2024-12-16
R000745,O004238,P0137,Changed Mind,2025-06-26
R000746,O004243,P0003,Damaged Product,2024-02-29
R000747,O004244,P0048,Damaged Product,2024-03-20
R000748,O004249,P0062,Damaged Product,2025-08-31
R000749,O004254,P0249,Damaged Product,2024-12-11
R000750,O004264,P0029,Late Delivery,2026-01-08
R000751,O004264,P0167,Quality Not as Expected,2025-12-16
R000752,O004266,P0006,Size/Fit Issue,2025-03-26
R000753,O004270,P0193,Size/Fit Issue,2025-03-29
R000754,O004271,P0037,Damaged Product,2025-09-26
R000755,O004279,P0042,Late Delivery,2025-05-20
R000756,O004284,P0062,Defective Product,2026-01-06
R000757,O004291,P0091,Quality Not as Expected,2024-01-22
R000758,O004294,P0118,Defective Product,2025-01-13
R000759,O004307,P0022,Damaged Product,2024-01-09
R000760,O004316,P0202,Size/Fit Issue,2024-03-24
R000761,O004333,P0063,Quality Not as Expected,2025-04-19
R000762,O004335,P0247,Quality Not as Expected,2024-10-23
R000763,O004340,P0159,Quality Not as Expected,2025-12-21
R000764,O004354,P0232,Size/Fit Issue,2025-10-08
R000765,O004364,P0149,Quality Not as Expected,2024-12-01
R000766,O004364,P0192,Quality Not as Expected,2024-12-13
R000767,O004371,P0191,Damaged Product,2024-12-28
R000768,O004371,P0130,Wrong Product Received,2024-12-31
R000769,O004374,P0187,Defective Product,2025-10-29
R000770,O004377,P0065,Quality Not as Expected,2025-07-07
R000771,O004378,P0085,Damaged Product,2025-01-04
R000772,O004378,P0068,Wrong Product Received,2024-12-19
R000773,O004384,P0215,Damaged Product,2025-12-25
R000774,O004386,P0145,Changed Mind,2025-11-23
R000775,O004396,P0122,Quality Not as Expected,2026-01-15
R000776,O004414,P0161,Size/Fit Issue,2025-11-15
R000777,O004414,P0186,Defective Product,2025-11-14
R000778,O004416,P0155,Wrong Product Received,2024-07-13
R000779,O004418,P0091,Size/Fit Issue,2025-09-13
R000780,O004421,P0194,Changed Mind,2024-11-17
R000781,O004432,P0012,Late Delivery,2025-12-16
R000782,O004440,P0089,Wrong Product Received,2026-01-21
R000783,O004444,P0057,Defective Product,2025-02-26
R000784,O004459,P0226,Damaged Product,2025-12-18
R000785,O004462,P0130,Damaged Product,2024-02-08
R000786,O004469,P0128,Quality Not as Expected,2025-10-24
R000787,O004472,P0186,Defective Product,2025-08-12
R000788,O004474,P0145,Quality Not as Expected,2024-09-09
R000789,O004476,P0169,Defective Product,2024-05-17
R000790,O004477,P0005,Defective Product,2025-04-18
R000791,O004481,P0101,Late Delivery,2024-11-14
R000792,O004496,P0120,Damaged Product,2025-08-13
R000793,O004500,P0171,Defective Product,2024-10-02
R000794,O004502,P0028,Late Delivery,2024-05-24
R000795,O004504,P0113,Changed Mind,2024-07-16
R000796,O004506,P0088,Changed Mind,2025-07-16
R000797,O004518,P0165,Late Delivery,2025-12-24
R000798,O004529,P0118,Defective Product,2024-01-20
R000799,O004530,P0226,Quality Not as Expected,2025-05-15
R000800,O004536,P0211,Defective Product,2025-07-13
R000801,O004538,P0241,Changed Mind,2025-12-19
R000802,O004548,P0238,Defective Product,2025-05-10
R000803,O004550,P0185,Defective Product,2024-10-09
R000804,O004581,P0200,Size/Fit Issue,2024-12-25
R000805,O004586,P0162,Damaged Product,2024-05-09
R000806,O004591,P0194,Late Delivery,2024-03-25
R000807,O004593,P0128,Defective Product,2025-02-15
R000808,O004595,P0053,Wrong Product Received,2024-11-06
R000809,O004597,P0215,Damaged Product,2025-11-05
R000810,O004610,P0003,Size/Fit Issue,2025-07-01
R000811,O004610,P0073,Defective Product,2025-07-01
R000812,O004617,P0109,Wrong Product Received,2024-12-24
R000813,O004622,P0226,Size/Fit Issue,2024-01-16
R000814,O004626,P0155,Damaged Product,2025-03-22
R000815,O004631,P0135,Defective Product,2024-04-21
R000816,O004642,P0231,Late Delivery,2024-07-24
R000817,O004643,P0019,Size/Fit Issue,2026-01-19
R000818,O004656,P0083,Quality Not as Expected,2024-10-16
R000819,O004658,P0008,Wrong Product Received,2025-12-24
R000820,O004670,P0075,Damaged Product,2025-01-20
R000821,O004677,P0234,Defective Product,2024-08-30
R000822,O004677,P0112,Wrong Product Received,2024-09-04
R000823,O004698,P0165,Defective Product,2025-09-25
R000824,O004706,P0158,Late Delivery,2025-02-05
R000825,O004708,P0055,Defective Product,2025-11-23
R000826,O004717,P0225,Wrong Product Received,2024-04-18
R000827,O004737,P0140,Quality Not as Expected,2024-09-09
R000828,O004738,P0036,Size/Fit Issue,2025-05-06
R000829,O004741,P0179,Size/Fit Issue,2025-06-11
R000830,O004750,P0090,Size/Fit Issue,2024-12-12
R000831,O004750,P0126,Size/Fit Issue,2024-12-11
R000832,O004766,P0048,Defective Product,2025-06-30
R000833,O004783,P0208,Quality Not as Expected,2025-03-13
R000834,O004790,P0034,Wrong Product Received,2025-12-01
R000835,O004797,P0245,Defective Product,2025-06-04
R000836,O004800,P0234,Quality Not as Expected,2025-08-19
R000837,O004815,P0125,Wrong Product Received,2024-04-18
R000838,O004815,P0111,Quality Not as Expected,2024-04-11
R000839,O004816,P0133,Late Delivery,2024-12-30
R000840,O004820,P0115,Defective Product,2025-05-03
R000841,O004821,P0149,Damaged Product,2024-10-29
R000842,O004835,P0161,Wrong Product Received,2024-05-10
R000843,O004836,P0132,Defective Product,2025-10-28
R000844,O004845,P0073,Changed Mind,2025-05-18
R000845,O004888,P0238,Defective Product,2024-09-23
R000846,O004902,P0162,Damaged Product,2025-12-28
R000847,O004905,P0106,Changed Mind,2026-01-07
R000848,O004905,P0222,Defective Product,2026-01-18
R000849,O004905,P0234,Changed Mind,2026-01-15
R000850,O004913,P0238,Changed Mind,2024-03-30
R000851,O004915,P0144,Wrong Product Received,2024-09-02
R000852,O004921,P0132,Quality Not as Expected,2025-09-13
R000853,O004922,P0185,Quality Not as Expected,2025-09-26
R000854,O004924,P0042,Size/Fit Issue,2024-08-04
R000855,O004925,P0126,Quality Not as Expected,2025-07-24
R000856,O004928,P0024,Quality Not as Expected,2024-05-11
R000857,O004935,P0039,Damaged Product,2024-05-22
R000858,O004937,P0051,Defective Product,2025-04-21
R000859,O004944,P0006,Wrong Product Received,2025-06-23
R000860,O004947,P0077,Damaged Product,2025-02-22
R000861,O004957,P0062,Quality Not as Expected,2025-02-01
R000862,O004960,P0099,Damaged Product,2024-08-01
R000863,O004974,P0108,Changed Mind,2024-07-08
R000864,O004978,P0041,Changed Mind,2025-02-18
R000865,O004978,P0226,Size/Fit Issue,2025-01-29
R000866,O004981,P0041,Size/Fit Issue,2024-02-05
R000867,O004985,P0121,Size/Fit Issue,2025-10-15
R000868,O004987,P0052,Size/Fit Issue,2024-05-31
R000869,O004996,P0188,Changed Mind,2025-02-24
R000870,O005001,P0189,Late Delivery,2025-07-09
R000871,O005002,P0200,Quality Not as Expected,2024-12-22
R000872,O005009,P0036,Damaged Product,2024-04-30
R000873,O005011,P0035,Size/Fit Issue,2025-12-30
R000874,O005015,P0073,Defective Product,2025-11-20
R000875,O005029,P0006,Size/Fit Issue,2025-03-29
R000876,O005051,P0042,Late Delivery,2024-04-10
R000877,O005053,P0102,Defective Product,2025-03-12
R000878,O005054,P0240,Quality Not as Expected,2024-03-11
R000879,O005056,P0113,Changed Mind,2024-12-19
R000880,O005057,P0004,Damaged Product,2024-06-26
R000881,O005057,P0055,Quality Not as Expected,2024-07-03
R000882,O005066,P0094,Defective Product,2024-08-26
R000883,O005067,P0022,Damaged Product,2024-10-24
R000884,O005071,P0248,Size/Fit Issue,2024-11-16
R000885,O005072,P0070,Late Delivery,2025-08-07
R000886,O005073,P0033,Defective Product,2026-01-05
R000887,O005076,P0148,Defective Product,2024-08-26
R000888,O005076,P0217,Damaged Product,2024-09-10
R000889,O005077,P0029,Quality Not as Expected,2024-06-26
R000890,O005080,P0214,Size/Fit Issue,2025-05-05
R000891,O005087,P0029,Changed Mind,2024-04-23
R000892,O005088,P0004,Wrong Product Received,2025-07-08
R000893,O005088,P0099,Late Delivery,2025-06-22
R000894,O005090,P0116,Damaged Product,2025-06-02
R000895,O005091,P0028,Quality Not as Expected,2024-07-15
R000896,O005104,P0046,Late Delivery,2024-08-07
R000897,O005106,P0156,Wrong Product Received,2025-12-07
R000898,O005112,P0191,Defective Product,2024-11-26
R000899,O005112,P0195,Changed Mind,2024-11-26
R000900,O005119,P0066,Wrong Product Received,2024-08-21
R000901,O005130,P0132,Defective Product,2024-09-09
R000902,O005133,P0250,Changed Mind,2024-03-28
R000903,O005143,P0199,Defective Product,2025-12-29
R000904,O005148,P0161,Size/Fit Issue,2025-07-05
R000905,O005157,P0225,Late Delivery,2025-06-23
R000906,O005170,P0220,Late Delivery,2024-01-16
R000907,O005174,P0234,Defective Product,2025-04-17
R000908,O005179,P0105,Late Delivery,2025-01-14
R000909,O005180,P0014,Changed Mind,2024-04-01
R000910,O005186,P0099,Changed Mind,2024-08-18
R000911,O005191,P0029,Late Delivery,2024-05-22
R000912,O005194,P0103,Defective Product,2025-09-22
R000913,O005198,P0185,Defective Product,2025-10-10
R000914,O005202,P0241,Quality Not as Expected,2025-01-26
R000915,O005202,P0140,Quality Not as Expected,2025-02-04
R000916,O005205,P0194,Changed Mind,2025-03-16
R000917,O005214,P0008,Defective Product,2024-10-29
R000918,O005217,P0085,Damaged Product,2024-10-12
R000919,O005222,P0197,Changed Mind,2025-11-20
R000920,O005222,P0193,Wrong Product Received,2025-11-08
R000921,O005225,P0237,Changed Mind,2025-11-14
R000922,O005235,P0104,Defective Product,2024-05-20
R000923,O005242,P0203,Quality Not as Expected,2025-01-30
R000924,O005252,P0059,Quality Not as Expected,2024-03-22
R000925,O005255,P0036,Wrong Product Received,2024-10-23
R000926,O005255,P0123,Changed Mind,2024-11-08
R000927,O005257,P0006,Size/Fit Issue,2024-04-21
R000928,O005264,P0179,Size/Fit Issue,2026-01-06
R000929,O005267,P0190,Size/Fit Issue,2025-03-13
R000930,O005276,P0207,Wrong Product Received,2025-04-26
R000931,O005279,P0067,Wrong Product Received,2024-09-01
R000932,O005280,P0008,Defective Product,2024-06-05
R000933,O005288,P0023,Defective Product,2024-04-24
R000934,O005294,P0083,Wrong Product Received,2025-09-23
R000935,O005301,P0222,Changed Mind,2025-06-26
R000936,O005302,P0179,Changed Mind,2024-05-18
R000937,O005307,P0121,Damaged Product,2024-08-30
R000938,O005316,P0214,Size/Fit Issue,2025-10-11
R000939,O005319,P0070,Changed Mind,2025-01-03
R000940,O005323,P0095,Quality Not as Expected,2025-10-25
R000941,O005323,P0145,Damaged Product,2025-10-17
R000942,O005325,P0152,Quality Not as Expected,2024-04-25
R000943,O005325,P0133,Changed Mind,2024-04-18
R000944,O005335,P0106,Defective Product,2024-02-17
R000945,O005343,P0201,Damaged Product,2025-02-10
R000946,O005356,P0206,Changed Mind,2026-01-07
R000947,O005360,P0032,Quality Not as Expected,2024-02-18
R000948,O005372,P0247,Defective Product,2024-04-13
R000949,O005384,P0097,Damaged Product,2024-09-15
R000950,O005389,P0005,Quality Not as Expected,2025-09-18
R000951,O005403,P0092,Quality Not as Expected,2025-01-17
R000952,O005405,P0193,Quality Not as Expected,2024-05-30
R000953,O005407,P0070,Wrong Product Received,2025-09-15
R000954,O005412,P0185,Quality Not as Expected,2024-04-27
R000955,O005417,P0076,Size/Fit Issue,2025-02-01
R000956,O005427,P0180,Damaged Product,2024-11-17
R000957,O005429,P0215,Wrong Product Received,2024-02-15
R000958,O005434,P0046,Defective Product,2024-11-27
R000959,O005434,P0037,Wrong Product Received,2024-12-02
R000960,O005437,P0091,Size/Fit Issue,2024-05-17
R000961,O005439,P0115,Changed Mind,2025-12-16
R000962,O005463,P0118,Defective Product,2025-08-26
R000963,O005463,P0146,Late Delivery,2025-08-18
R000964,O005468,P0059,Changed Mind,2024-03-01
R000965,O005471,P0147,Defective Product,2024-08-15
R000966,O005475,P0062,Defective Product,2024-09-23
R000967,O005486,P0049,Defective Product,2024-04-22
R000968,O005498,P0204,Size/Fit Issue,2025-04-09
R000969,O005500,P0095,Late Delivery,2025-01-29
R000970,O005502,P0176,Quality Not as Expected,2024-07-17
R000971,O005523,P0047,Quality Not as Expected,2025-04-17
R000972,O005544,P0164,Defective Product,2025-10-22
R000973,O005547,P0193,Size/Fit Issue,2025-11-06
R000974,O005554,P0181,Size/Fit Issue,2025-11-09
R000975,O005555,P0004,Wrong Product Received,2025-06-21
R000976,O005572,P0181,Quality Not as Expected,2025-03-25
R000977,O005575,P0002,Changed Mind,2025-02-02
R000978,O005576,P0037,Defective Product,2024-08-17
R000979,O005577,P0056,Defective Product,2024-08-31
R000980,O005579,P0005,Changed Mind,2024-04-08
R000981,O005583,P0059,Late Delivery,2025-07-01
R000982,O005588,P0202,Quality Not as Expected,2025-10-10
R000983,O005597,P0054,Defective Product,2025-01-10
R000984,O005603,P0222,Quality Not as Expected,2024-09-20
R000985,O005616,P0114,Defective Product,2025-01-04
R000986,O005620,P0027,Changed Mind,2024-08-22
R000987,O005625,P0043,Defective Product,2025-11-04
R000988,O005631,P0191,Defective Product,2025-07-25
R000989,O005645,P0028,Size/Fit Issue,2025-07-26
R000990,O005650,P0234,Wrong Product Received,2025-09-22
R000991,O005654,P0017,Changed Mind,2025-12-31
R000992,O005655,P0120,Size/Fit Issue,2024-11-06
R000993,O005670,P0006,Size/Fit Issue,2025-09-23
R000994,O005671,P0211,Quality Not as Expected,2025-06-18
R000995,O005675,P0079,Quality Not as Expected,2025-07-25
R000996,O005684,P0137,Changed Mind,2024-03-11
R000997,O005689,P0220,Damaged Product,2024-05-18
R000998,O005703,P0096,Damaged Product,2026-01-01
R000999,O005707,P0234,Changed Mind,2024-04-06
R001000,O005708,P0220,Quality Not as Expected,2025-12-23
R001001,O005709,P0187,Changed Mind,2025-12-04
R001002,O005717,P0091,Quality Not as Expected,2024-02-23
R001003,O005723,P0138,Damaged Product,2025-11-11
R001004,O005726,P0228,Late Delivery,2024-12-21
R001005,O005735,P0140,Size/Fit Issue,2024-09-13
R001006,O005736,P0222,Wrong Product Received,2024-04-03
R001007,O005741,P0174,Late Delivery,2025-06-09
R001008,O005747,P0246,Defective Product,2025-02-11
R001009,O005769,P0035,Changed Mind,2025-10-11
R001010,O005774,P0152,Changed Mind,2025-09-02
R001011,O005780,P0012,Defective Product,2024-10-14
R001012,O005783,P0074,Size/Fit Issue,2025-08-14
R001013,O005799,P0097,Quality Not as Expected,2025-12-21
R001014,O005808,P0059,Changed Mind,2024-10-24
R001015,O005818,P0095,Quality Not as Expected,2024-04-25
R001016,O005824,P0038,Late Delivery,2024-10-02
R001017,O005825,P0111,Defective Product,2024-02-10
R001018,O005827,P0051,Defective Product,2025-10-09
R001019,O005829,P0234,Changed Mind,2025-12-26
R001020,O005831,P0196,Size/Fit Issue,2024-07-26
R001021,O005832,P0042,Quality Not as Expected,2024-11-13
R001022,O005834,P0192,Quality Not as Expected,2024-10-20
R001023,O005834,P0216,Quality Not as Expected,2024-10-14
R001024,O005837,P0207,Quality Not as Expected,2025-11-19
R001025,O005844,P0183,Late Delivery,2025-10-31
R001026,O005873,P0064,Changed Mind,2024-04-27
R001027,O005874,P0003,Late Delivery,2024-07-07
R001028,O005880,P0167,Wrong Product Received,2025-09-05
R001029,O005893,P0190,Changed Mind,2025-11-05
R001030,O005900,P0238,Damaged Product,2025-05-06
R001031,O005907,P0163,Size/Fit Issue,2025-01-09
R001032,O005914,P0047,Quality Not as Expected,2025-02-18
R001033,O005922,P0032,Damaged Product,2025-09-26
